field,month,year,age,tempo,temperature,Precipitation,solo,Id
16,9,2017,28,9/2017,28.604,96.581,0.276455,6215
16,10,2017,29,10/2017,28.66,208.5,0.26398750000000004,6216
16,10,2017,28,10/2017,28.66,208.5,0.26398750000000004,6217
16,11,2017,29,11/2017,29.085,25.042,0.2583975,6218
16,11,2017,28,11/2017,29.085,25.042,0.2583975,6219
17,1,2012,24,1/2012,27.485,380.6,0.25029250000000003,6220
17,2,2012,24,2/2012,26.549,471.37,0.2819575,6221
17,3,2012,24,3/2012,26.234,459.92,0.330365,6222
17,4,2012,24,4/2012,26.94,345.75,0.33424,6223
17,5,2012,24,5/2012,27.329,228.45,0.326335,6224
17,6,2012,24,6/2012,27.131,120.39,0.3095575,6225
17,7,2012,24,7/2012,26.892,120.56,0.3289025,6226
17,9,2012,24,9/2012,28.32,68.435,0.26724,6227
17,10,2012,24,10/2012,29.649,85.536,0.23207,6228
17,11,2012,24,11/2012,29.815,45.405,0.2275675,6229
17,12,2012,24,12/2012,27.974,209.58,0.24805,6230
17,1,2013,25,1/2013,26.395,334.95,0.3064775,6231
17,2,2013,25,2/2013,26.246,626.85,0.33721999999999996,6232
17,3,2013,25,3/2013,26.561,427.2,0.3507825,6233
17,4,2013,25,4/2013,26.497,365.9,0.3562875,6234
17,5,2013,25,5/2013,26.672,351.26,0.35729999999999995,6235
17,6,2013,25,6/2013,27.006,170.08,0.32779,6236
17,7,2013,25,7/2013,26.365,200.46,0.33575750000000004,6237
17,8,2013,25,8/2013,27.651,166.88,0.3133825,6238
17,9,2013,25,9/2013,27.962,93.018,0.313295,6239
17,10,2013,25,10/2013,28.708,135.02,0.2779775,6240
17,11,2013,25,11/2013,28.15,212.15,0.27382000000000006,6241
17,2,2014,26,2/2014,26.026,558.34,0.3385325,6242
17,3,2014,26,3/2014,26.283,519.29,0.3499675,6243
17,5,2014,26,5/2014,26.576,274.79,0.3611525,6244
17,6,2014,26,6/2014,27.016,212.76,0.35194250000000005,6245
17,7,2014,26,7/2014,26.973,172.66,0.347575,6246
17,8,2014,26,8/2014,27.56,119.55,0.31989999999999996,6247
17,9,2014,26,9/2014,27.873,116.9,0.28923,6248
17,10,2014,26,10/2014,28.235,183.28,0.285095,6249
17,11,2014,26,11/2014,28.862,44.426,0.26914,6250
17,12,2014,26,12/2014,28.394,229.41,0.27065,6251
17,1,2015,27,1/2015,26.917,397.46,0.29011499999999996,6252
17,2,2015,27,2/2015,26.462,419.55,0.31074500000000005,6253
17,3,2015,27,3/2015,26.333,497.97,0.3387425,6254
17,4,2015,27,4/2015,26.599,439.06,0.34731,6255
17,5,2015,27,5/2015,27.064,335.66,0.346955,6256
17,6,2015,27,6/2015,27.173,150.53,0.33682249999999997,6257
17,7,2015,27,7/2015,27.247,192.01,0.32359,6258
17,8,2015,27,8/2015,28.373,34.278,0.2962475,6259
17,9,2015,27,9/2015,28.951,92.948,0.2729725,6260
17,11,2015,27,11/2015,29.513,29.354,0.261615,6261
17,11,2015,27,11/2015,29.513,29.354,0.261615,6262
17,12,2015,27,12/2015,28.695,204.15,0.264985,6263
17,1,2016,28,1/2016,27.307,260.62,0.2929075,6264
17,2,2016,28,2/2016,26.916,413.24,0.322225,6265
17,3,2016,28,3/2016,27.041,506.46,0.34161749999999996,6266
17,4,2016,28,4/2016,27.415,370.83,0.34963,6267
17,5,2016,28,5/2016,27.738,400.98,0.332395,6268
17,6,2016,28,6/2016,27.711,124.96,0.31434249999999997,6269
17,7,2016,28,7/2016,27.632,137.58,0.305595,6270
17,8,2016,28,8/2016,28.707,87.389,0.281025,6271
17,9,2016,28,9/2016,28.659,92.104,0.2684825,6272
17,10,2016,28,10/2016,28.946,291.82,0.256625,6273
17,11,2016,28,11/2016,29.068,40.031,0.2531575,6274
17,12,2016,28,12/2016,27.697,316.35,0.2684625,6275
17,1,2017,29,1/2017,26.2,565.09,0.327545,6276
17,1,2017,28,1/2017,26.2,565.09,0.327545,6277
17,2,2017,29,2/2017,26.121,554.38,0.34696750000000004,6278
17,2,2017,28,2/2017,26.121,554.38,0.34696750000000004,6279
17,3,2017,29,3/2017,26.183,550.17,0.3516375,6280
17,3,2017,28,3/2017,26.183,550.17,0.3516375,6281
17,4,2017,29,4/2017,26.788,363.46,0.353515,6282
17,4,2017,28,4/2017,26.788,363.46,0.353515,6283
17,5,2017,29,5/2017,27.413,261.24,0.3417,6284
17,5,2017,28,5/2017,27.413,261.24,0.3417,6285
17,6,2017,29,6/2017,27.572,136.33,0.334515,6286
17,6,2017,28,6/2017,27.572,136.33,0.334515,6287
17,7,2017,29,7/2017,27.541,53.955,0.3238125,6288
17,7,2017,28,7/2017,27.541,53.955,0.3238125,6289
17,8,2017,29,8/2017,28.502,140.29,0.2870375,6290
17,8,2017,28,8/2017,28.502,140.29,0.2870375,6291
17,9,2017,29,9/2017,28.604,96.581,0.276455,6292
17,9,2017,28,9/2017,28.604,96.581,0.276455,6293
17,10,2017,29,10/2017,28.66,208.5,0.26398750000000004,6294
17,10,2017,28,10/2017,28.66,208.5,0.26398750000000004,6295
17,11,2017,29,11/2017,29.085,25.042,0.2583975,6296
17,11,2017,28,11/2017,29.085,25.042,0.2583975,6297
0,1,2012,21,1/2012,27.485,409.01,0.25029250000000003,6298
0,2,2012,21,2/2012,26.549,491.13,0.2819575,6299
0,3,2012,21,3/2012,26.234,462.94,0.330365,6300
0,4,2012,21,4/2012,26.94,355.9,0.33424,6301
0,5,2012,21,5/2012,27.329,228.67,0.326335,6302
0,6,2012,21,6/2012,27.131,121.49,0.3095575,6303
0,7,2012,21,7/2012,26.892,113.03,0.3289025,6304
0,8,2012,21,8/2012,27.277,66.048,0.3072025,6305
0,9,2012,21,9/2012,28.32,68.715,0.26724,6306
0,10,2012,21,10/2012,29.649,81.293,0.23207,6307
0,11,2012,21,11/2012,29.815,50.59,0.2275675,6308
0,12,2012,21,12/2012,27.974,216.23,0.24805,6309
0,1,2013,22,1/2013,26.395,345.55,0.3064775,6310
0,2,2013,22,2/2013,26.246,640.97,0.33721999999999996,6311
0,3,2013,22,3/2013,26.561,429.59,0.3507825,6312
0,4,2013,22,4/2013,26.497,358.01,0.3562875,6313
0,5,2013,22,5/2013,26.672,332.1,0.35729999999999995,6314
0,6,2013,22,6/2013,27.006,168.09,0.32779,6315
0,7,2013,22,7/2013,26.365,198.53,0.33575750000000004,6316
0,8,2013,22,8/2013,27.651,179.35,0.3133825,6317
0,9,2013,22,9/2013,27.962,106.32,0.313295,6318
0,10,2013,22,10/2013,28.708,122.71,0.2779775,6319
0,11,2013,22,11/2013,28.15,195.89,0.27382000000000006,6320
0,12,2013,22,12/2013,28.444,250.6,0.26900749999999995,6321
0,1,2014,23,1/2014,26.869,383.05,0.2803,6322
0,2,2014,23,2/2014,26.026,569.41,0.3385325,6323
0,3,2014,23,3/2014,26.283,530.5,0.3499675,6324
0,4,2014,23,4/2014,26.563,422.34,0.353245,6325
0,5,2014,23,5/2014,26.576,260.45,0.3611525,6326
0,6,2014,23,6/2014,27.016,231.87,0.35194250000000005,6327
0,7,2014,23,7/2014,26.973,183.19,0.347575,6328
0,8,2014,23,8/2014,27.56,134,0.31989999999999996,6329
0,9,2014,23,9/2014,27.873,115.54,0.28923,6330
0,10,2014,23,10/2014,28.235,169.56,0.285095,6331
0,11,2014,23,11/2014,28.862,42.329,0.26914,6332
0,12,2014,23,12/2014,28.394,248.58,0.27065,6333
0,1,2015,24,1/2015,26.917,414.8,0.29011499999999996,6334
0,2,2015,24,2/2015,26.462,417.51,0.31074500000000005,6335
0,3,2015,24,3/2015,26.333,506.45,0.3387425,6336
0,4,2015,24,4/2015,26.599,445.26,0.34731,6337
0,5,2015,24,5/2015,27.064,321.85,0.346955,6338
0,6,2015,24,6/2015,27.173,158.81,0.33682249999999997,6339
0,7,2015,24,7/2015,27.247,174.28,0.32359,6340
0,8,2015,24,8/2015,28.373,27.638,0.2962475,6341
0,9,2015,24,9/2015,28.951,90.425,0.2729725,6342
0,10,2015,24,10/2015,29.255,99.186,0.2676475,6343
0,11,2015,24,11/2015,29.513,31.551,0.261615,6344
0,12,2015,24,12/2015,28.695,217.95,0.264985,6345
0,1,2016,25,1/2016,27.307,263.4,0.2929075,6346
0,2,2016,25,2/2016,26.916,414.88,0.322225,6347
0,3,2016,25,3/2016,27.041,518.84,0.34161749999999996,6348
0,4,2016,25,4/2016,27.415,356.52,0.34963,6349
0,5,2016,25,5/2016,27.738,376.44,0.332395,6350
0,6,2016,25,6/2016,27.711,135.24,0.31434249999999997,6351
0,7,2016,25,7/2016,27.632,134.67,0.305595,6352
0,8,2016,25,8/2016,28.707,94.653,0.281025,6353
0,9,2016,25,9/2016,28.659,95.541,0.2684825,6354
0,10,2016,25,10/2016,28.946,256.91,0.256625,6355
0,11,2016,25,11/2016,29.068,50.196,0.2531575,6356
0,12,2016,25,12/2016,27.697,329.78,0.2684625,6357
0,1,2017,26,1/2017,26.2,564.48,0.327545,6358
0,2,2017,26,2/2017,26.121,562.97,0.34696750000000004,6359
0,3,2017,26,3/2017,26.183,563.46,0.3516375,6360
0,3,2017,26,3/2017,26.183,563.46,0.3516375,6361
0,4,2017,26,4/2017,26.788,354.55,0.353515,6362
0,5,2017,26,5/2017,27.413,274.06,0.3417,6363
0,6,2017,26,6/2017,27.572,149.56,0.334515,6364
0,7,2017,26,7/2017,27.541,58.469,0.3238125,6365
0,8,2017,26,8/2017,28.502,151.72,0.2870375,6366
0,9,2017,26,9/2017,28.604,92.301,0.276455,6367
0,10,2017,26,10/2017,28.66,196.66,0.26398750000000004,6368
0,11,2017,26,11/2017,29.085,21.461,0.2583975,6369
0,12,2017,26,12/2017,27.948,284.04,0.27166250000000003,6370
1,1,2012,21,1/2012,27.485,409.01,0.25029250000000003,6371
1,2,2012,21,2/2012,26.549,491.13,0.2819575,6372
1,3,2012,21,3/2012,26.234,462.94,0.330365,6373
1,4,2012,21,4/2012,26.94,355.9,0.33424,6374
1,5,2012,21,5/2012,27.329,228.67,0.326335,6375
1,6,2012,21,6/2012,27.131,121.49,0.3095575,6376
1,7,2012,21,7/2012,26.892,113.03,0.3289025,6377
1,8,2012,21,8/2012,27.277,66.048,0.3072025,6378
1,9,2012,21,9/2012,28.32,68.715,0.26724,6379
1,10,2012,21,10/2012,29.649,81.293,0.23207,6380
1,11,2012,21,11/2012,29.815,50.59,0.2275675,6381
1,12,2012,21,12/2012,27.974,216.23,0.24805,6382
1,1,2013,22,1/2013,26.395,345.55,0.3064775,6383
1,2,2013,22,2/2013,26.246,640.97,0.33721999999999996,6384
1,3,2013,22,3/2013,26.561,429.59,0.3507825,6385
1,4,2013,22,4/2013,26.497,358.01,0.3562875,6386
1,5,2013,22,5/2013,26.672,332.1,0.35729999999999995,6387
1,6,2013,22,6/2013,27.006,168.09,0.32779,6388
1,7,2013,22,7/2013,26.365,198.53,0.33575750000000004,6389
1,8,2013,22,8/2013,27.651,179.35,0.3133825,6390
1,9,2013,22,9/2013,27.962,106.32,0.313295,6391
1,10,2013,22,10/2013,28.708,122.71,0.2779775,6392
1,11,2013,22,11/2013,28.15,195.89,0.27382000000000006,6393
1,12,2013,22,12/2013,28.444,250.6,0.26900749999999995,6394
1,1,2014,23,1/2014,26.869,383.05,0.2803,6395
1,2,2014,23,2/2014,26.026,569.41,0.3385325,6396
1,3,2014,23,3/2014,26.283,530.5,0.3499675,6397
1,4,2014,23,4/2014,26.563,422.34,0.353245,6398
1,5,2014,23,5/2014,26.576,260.45,0.3611525,6399
1,6,2014,23,6/2014,27.016,231.87,0.35194250000000005,6400
1,7,2014,23,7/2014,26.973,183.19,0.347575,6401
1,8,2014,23,8/2014,27.56,134,0.31989999999999996,6402
1,9,2014,23,9/2014,27.873,115.54,0.28923,6403
1,10,2014,23,10/2014,28.235,169.56,0.285095,6404
1,11,2014,23,11/2014,28.862,42.329,0.26914,6405
1,12,2014,23,12/2014,28.394,248.58,0.27065,6406
1,1,2015,24,1/2015,26.917,414.8,0.29011499999999996,6407
1,2,2015,24,2/2015,26.462,417.51,0.31074500000000005,6408
1,3,2015,24,3/2015,26.333,506.45,0.3387425,6409
1,4,2015,24,4/2015,26.599,445.26,0.34731,6410
1,5,2015,24,5/2015,27.064,321.85,0.346955,6411
1,6,2015,24,6/2015,27.173,158.81,0.33682249999999997,6412
1,7,2015,24,7/2015,27.247,174.28,0.32359,6413
1,8,2015,24,8/2015,28.373,27.638,0.2962475,6414
1,9,2015,24,9/2015,28.951,90.425,0.2729725,6415
1,10,2015,24,10/2015,29.255,99.186,0.2676475,6416
1,11,2015,24,11/2015,29.513,31.551,0.261615,6417
1,12,2015,24,12/2015,28.695,217.95,0.264985,6418
1,1,2016,25,1/2016,27.307,263.4,0.2929075,6419
1,2,2016,25,2/2016,26.916,414.88,0.322225,6420
1,3,2016,25,3/2016,27.041,518.84,0.34161749999999996,6421
1,4,2016,25,4/2016,27.415,356.52,0.34963,6422
1,5,2016,25,5/2016,27.738,376.44,0.332395,6423
1,6,2016,25,6/2016,27.711,135.24,0.31434249999999997,6424
1,7,2016,25,7/2016,27.632,134.67,0.305595,6425
1,8,2016,25,8/2016,28.707,94.653,0.281025,6426
1,9,2016,25,9/2016,28.659,95.541,0.2684825,6427
1,10,2016,25,10/2016,28.946,256.91,0.256625,6428
1,11,2016,25,11/2016,29.068,50.196,0.2531575,6429
1,12,2016,25,12/2016,27.697,329.78,0.2684625,6430
1,1,2017,26,1/2017,26.2,564.48,0.327545,6431
1,2,2017,26,2/2017,26.121,562.97,0.34696750000000004,6432
1,3,2017,26,3/2017,26.183,563.46,0.3516375,6433
1,3,2017,26,3/2017,26.183,563.46,0.3516375,6434
1,4,2017,26,4/2017,26.788,354.55,0.353515,6435
1,5,2017,26,5/2017,27.413,274.06,0.3417,6436
1,6,2017,26,6/2017,27.572,149.56,0.334515,6437
1,7,2017,26,7/2017,27.541,58.469,0.3238125,6438
1,8,2017,26,8/2017,28.502,151.72,0.2870375,6439
1,9,2017,26,9/2017,28.604,92.301,0.276455,6440
1,10,2017,26,10/2017,28.66,196.66,0.26398750000000004,6441
1,11,2017,26,11/2017,29.085,21.461,0.2583975,6442
1,12,2017,26,12/2017,27.948,284.04,0.27166250000000003,6443
2,1,2012,21,1/2012,27.485,409.01,0.25029250000000003,6444
2,2,2012,21,2/2012,26.549,491.13,0.2819575,6445
2,3,2012,21,3/2012,26.234,462.94,0.330365,6446
2,4,2012,21,4/2012,26.94,355.9,0.33424,6447
2,5,2012,21,5/2012,27.329,228.67,0.326335,6448
2,6,2012,21,6/2012,27.131,121.49,0.3095575,6449
2,7,2012,21,7/2012,26.892,113.03,0.3289025,6450
2,8,2012,21,8/2012,27.277,66.048,0.3072025,6451
2,9,2012,21,9/2012,28.32,68.715,0.26724,6452
2,10,2012,21,10/2012,29.649,81.293,0.23207,6453
2,11,2012,21,11/2012,29.815,50.59,0.2275675,6454
2,12,2012,21,12/2012,27.974,216.23,0.24805,6455
2,1,2013,22,1/2013,26.395,345.55,0.3064775,6456
2,2,2013,22,2/2013,26.246,640.97,0.33721999999999996,6457
2,3,2013,22,3/2013,26.561,429.59,0.3507825,6458
2,4,2013,22,4/2013,26.497,358.01,0.3562875,6459
2,5,2013,22,5/2013,26.672,332.1,0.35729999999999995,6460
2,6,2013,22,6/2013,27.006,168.09,0.32779,6461
2,7,2013,22,7/2013,26.365,198.53,0.33575750000000004,6462
2,8,2013,22,8/2013,27.651,179.35,0.3133825,6463
2,9,2013,22,9/2013,27.962,106.32,0.313295,6464
2,10,2013,22,10/2013,28.708,122.71,0.2779775,6465
2,11,2013,22,11/2013,28.15,195.89,0.27382000000000006,6466
2,12,2013,22,12/2013,28.444,250.6,0.26900749999999995,6467
2,1,2014,23,1/2014,26.869,383.05,0.2803,6468
2,2,2014,23,2/2014,26.026,569.41,0.3385325,6469
2,3,2014,23,3/2014,26.283,530.5,0.3499675,6470
2,4,2014,23,4/2014,26.563,422.34,0.353245,6471
2,5,2014,23,5/2014,26.576,260.45,0.3611525,6472
2,6,2014,23,6/2014,27.016,231.87,0.35194250000000005,6473
2,7,2014,23,7/2014,26.973,183.19,0.347575,6474
2,8,2014,23,8/2014,27.56,134,0.31989999999999996,6475
2,9,2014,23,9/2014,27.873,115.54,0.28923,6476
2,10,2014,23,10/2014,28.235,169.56,0.285095,6477
2,11,2014,23,11/2014,28.862,42.329,0.26914,6478
2,12,2014,23,12/2014,28.394,248.58,0.27065,6479
2,1,2015,24,1/2015,26.917,414.8,0.29011499999999996,6480
2,2,2015,24,2/2015,26.462,417.51,0.31074500000000005,6481
2,3,2015,24,3/2015,26.333,506.45,0.3387425,6482
2,4,2015,24,4/2015,26.599,445.26,0.34731,6483
2,5,2015,24,5/2015,27.064,321.85,0.346955,6484
2,6,2015,24,6/2015,27.173,158.81,0.33682249999999997,6485
2,7,2015,24,7/2015,27.247,174.28,0.32359,6486
2,8,2015,24,8/2015,28.373,27.638,0.2962475,6487
2,9,2015,24,9/2015,28.951,90.425,0.2729725,6488
2,10,2015,24,10/2015,29.255,99.186,0.2676475,6489
2,11,2015,24,11/2015,29.513,31.551,0.261615,6490
2,12,2015,24,12/2015,28.695,217.95,0.264985,6491
2,1,2016,25,1/2016,27.307,263.4,0.2929075,6492
2,2,2016,25,2/2016,26.916,414.88,0.322225,6493
2,3,2016,25,3/2016,27.041,518.84,0.34161749999999996,6494
2,4,2016,25,4/2016,27.415,356.52,0.34963,6495
2,5,2016,25,5/2016,27.738,376.44,0.332395,6496
2,6,2016,25,6/2016,27.711,135.24,0.31434249999999997,6497
2,7,2016,25,7/2016,27.632,134.67,0.305595,6498
2,8,2016,25,8/2016,28.707,94.653,0.281025,6499
2,9,2016,25,9/2016,28.659,95.541,0.2684825,6500
2,10,2016,25,10/2016,28.946,256.91,0.256625,6501
2,11,2016,25,11/2016,29.068,50.196,0.2531575,6502
2,12,2016,25,12/2016,27.697,329.78,0.2684625,6503
2,1,2017,26,1/2017,26.2,564.48,0.327545,6504
2,2,2017,26,2/2017,26.121,562.97,0.34696750000000004,6505
2,3,2017,26,3/2017,26.183,563.46,0.3516375,6506
2,3,2017,26,3/2017,26.183,563.46,0.3516375,6507
2,4,2017,26,4/2017,26.788,354.55,0.353515,6508
2,5,2017,26,5/2017,27.413,274.06,0.3417,6509
2,6,2017,26,6/2017,27.572,149.56,0.334515,6510
2,7,2017,26,7/2017,27.541,58.469,0.3238125,6511
2,8,2017,26,8/2017,28.502,151.72,0.2870375,6512
2,9,2017,26,9/2017,28.604,92.301,0.276455,6513
2,10,2017,26,10/2017,28.66,196.66,0.26398750000000004,6514
2,11,2017,26,11/2017,29.085,21.461,0.2583975,6515
2,12,2017,26,12/2017,27.948,284.04,0.27166250000000003,6516
8,1,2012,14,1/2012,27.485,381.82,0.25029250000000003,6517
8,2,2012,14,2/2012,26.549,478.91,0.2819575,6518
8,3,2012,14,3/2012,26.234,459.26,0.330365,6519
8,4,2012,14,4/2012,26.94,346.79,0.33424,6520
8,5,2012,14,5/2012,27.329,228.67,0.326335,6521
8,6,2012,14,6/2012,27.131,121.62,0.3095575,6522
8,7,2012,14,7/2012,26.892,116.7,0.3289025,6523
8,8,2012,14,8/2012,27.277,62.904,0.3072025,6524
8,9,2012,14,9/2012,28.32,69.999,0.26724,6525
8,10,2012,14,10/2012,29.649,88.05,0.23207,6526
8,11,2012,14,11/2012,29.815,47.664,0.2275675,6527
8,12,2012,14,12/2012,27.974,200.6,0.24805,6528
8,1,2013,15,1/2013,26.395,334.78,0.3064775,6529
8,2,2013,15,2/2013,26.246,637.73,0.33721999999999996,6530
8,3,2013,15,3/2013,26.561,428.42,0.3507825,6531
8,4,2013,15,4/2013,26.497,362.5,0.3562875,6532
8,5,2013,15,5/2013,26.672,343.73,0.35729999999999995,6533
8,6,2013,15,6/2013,27.006,164.63,0.32779,6534
8,7,2013,15,7/2013,26.365,200.52,0.33575750000000004,6535
8,8,2013,15,8/2013,27.651,179.91,0.3133825,6536
8,9,2013,15,9/2013,27.962,110.16,0.313295,6537
8,10,2013,15,10/2013,28.708,135.25,0.2779775,6538
8,11,2013,15,11/2013,28.15,209.96,0.27382000000000006,6539
8,12,2013,15,12/2013,28.444,237.45,0.26900749999999995,6540
8,12,2014,16,12/2014,28.394,236.18,0.27065,6541
8,1,2015,17,1/2015,26.917,404,0.29011499999999996,6542
8,2,2015,17,2/2015,26.462,419.06,0.31074500000000005,6543
8,3,2015,16,3/2015,26.333,504.94,0.3387425,6544
8,4,2015,16,4/2015,26.599,438.5,0.34731,6545
8,5,2015,16,5/2015,27.064,333.27,0.346955,6546
8,6,2015,16,6/2015,27.173,150.53,0.33682249999999997,6547
8,7,2015,16,7/2015,27.247,188.71,0.32359,6548
8,8,2015,17,8/2015,28.373,33.479,0.2962475,6549
8,9,2015,17,9/2015,28.951,91.391,0.2729725,6550
8,10,2015,17,10/2015,29.255,109.23,0.2676475,6551
8,11,2015,17,11/2015,29.513,29.014,0.261615,6552
8,12,2015,17,12/2015,28.695,207.4,0.264985,6553
8,1,2016,18,1/2016,27.307,270.93,0.2929075,6554
8,2,2016,18,2/2016,26.916,425.24,0.322225,6555
8,3,2016,18,3/2016,27.041,520.17,0.34161749999999996,6556
8,4,2016,18,4/2016,27.415,351.88,0.34963,6557
8,5,2016,18,5/2016,27.738,370.67,0.332395,6558
8,6,2016,18,6/2016,27.711,130.13,0.31434249999999997,6559
8,7,2016,18,7/2016,27.632,149.84,0.305595,6560
8,8,2016,18,8/2016,28.707,90.844,0.281025,6561
8,9,2016,18,9/2016,28.659,99.864,0.2684825,6562
8,10,2016,18,10/2016,28.946,288.39,0.256625,6563
8,11,2016,18,11/2016,29.068,42.759,0.2531575,6564
8,12,2016,18,12/2016,27.697,310.73,0.2684625,6565
8,1,2017,19,1/2017,26.2,575.24,0.327545,6566
8,2,2017,19,2/2017,26.121,559.83,0.34696750000000004,6567
8,3,2017,19,3/2017,26.183,551.84,0.3516375,6568
8,4,2017,19,4/2017,26.788,357.77,0.353515,6569
8,5,2017,19,5/2017,27.413,270.76,0.3417,6570
8,6,2017,19,6/2017,27.572,144.24,0.334515,6571
8,7,2017,19,7/2017,27.541,57,0.3238125,6572
8,8,2017,19,8/2017,28.502,141.45,0.2870375,6573
8,9,2017,19,9/2017,28.604,95.806,0.276455,6574
8,10,2017,19,10/2017,28.66,210.82,0.26398750000000004,6575
8,11,2017,19,11/2017,29.085,25.337,0.2583975,6576
10,1,2012,16,1/2012,27.485,381.82,0.25029250000000003,6577
10,2,2012,16,2/2012,26.549,478.91,0.2819575,6578
10,3,2012,16,3/2012,26.234,459.26,0.330365,6579
10,4,2012,16,4/2012,26.94,346.79,0.33424,6580
10,5,2012,16,5/2012,27.329,228.67,0.326335,6581
10,6,2012,16,6/2012,27.131,121.62,0.3095575,6582
10,7,2012,16,7/2012,26.892,116.7,0.3289025,6583
10,8,2012,16,8/2012,27.277,62.904,0.3072025,6584
10,9,2012,16,9/2012,28.32,69.999,0.26724,6585
10,10,2012,16,10/2012,29.649,88.05,0.23207,6586
10,11,2012,16,11/2012,29.815,47.664,0.2275675,6587
10,12,2012,16,12/2012,27.974,200.6,0.24805,6588
10,1,2013,17,1/2013,26.395,334.78,0.3064775,6589
10,2,2013,17,2/2013,26.246,637.73,0.33721999999999996,6590
10,3,2013,17,3/2013,26.561,428.42,0.3507825,6591
10,5,2013,17,5/2013,26.672,343.73,0.35729999999999995,6592
10,7,2013,17,7/2013,26.365,200.52,0.33575750000000004,6593
10,8,2013,17,8/2013,27.651,179.91,0.3133825,6594
10,9,2013,17,9/2013,27.962,110.16,0.313295,6595
10,10,2013,17,10/2013,28.708,135.25,0.2779775,6596
10,11,2013,17,11/2013,28.15,209.96,0.27382000000000006,6597
10,12,2013,17,12/2013,28.444,237.45,0.26900749999999995,6598
10,12,2014,18,12/2014,28.394,236.18,0.27065,6599
10,1,2015,19,1/2015,26.917,404,0.29011499999999996,6600
10,2,2015,19,2/2015,26.462,419.06,0.31074500000000005,6601
10,3,2015,20,3/2015,26.333,504.94,0.3387425,6602
10,4,2015,19,4/2015,26.599,438.5,0.34731,6603
10,5,2015,19,5/2015,27.064,333.27,0.346955,6604
10,6,2015,19,6/2015,27.173,150.53,0.33682249999999997,6605
10,7,2015,19,7/2015,27.247,188.71,0.32359,6606
10,8,2015,19,8/2015,28.373,33.479,0.2962475,6607
10,9,2015,19,9/2015,28.951,91.391,0.2729725,6608
10,10,2015,19,10/2015,29.255,109.23,0.2676475,6609
10,11,2015,19,11/2015,29.513,29.014,0.261615,6610
10,12,2015,19,12/2015,28.695,207.4,0.264985,6611
10,1,2016,20,1/2016,27.307,270.93,0.2929075,6612
10,2,2016,20,2/2016,26.916,425.24,0.322225,6613
10,3,2016,20,3/2016,27.041,520.17,0.34161749999999996,6614
10,4,2016,20,4/2016,27.415,351.88,0.34963,6615
10,5,2016,20,5/2016,27.738,370.67,0.332395,6616
10,6,2016,20,6/2016,27.711,130.13,0.31434249999999997,6617
10,7,2016,20,7/2016,27.632,149.84,0.305595,6618
10,8,2016,20,8/2016,28.707,90.844,0.281025,6619
10,9,2016,20,9/2016,28.659,99.864,0.2684825,6620
10,10,2016,20,10/2016,28.946,288.39,0.256625,6621
10,11,2016,20,11/2016,29.068,42.759,0.2531575,6622
10,12,2016,20,12/2016,27.697,310.73,0.2684625,6623
10,1,2017,21,1/2017,26.2,575.24,0.327545,6624
10,2,2017,21,2/2017,26.121,559.83,0.34696750000000004,6625
10,3,2017,21,3/2017,26.183,551.84,0.3516375,6626
10,4,2017,21,4/2017,26.788,357.77,0.353515,6627
10,5,2017,21,5/2017,27.413,270.76,0.3417,6628
10,6,2017,21,6/2017,27.572,144.24,0.334515,6629
10,7,2017,21,7/2017,27.541,57,0.3238125,6630
10,8,2017,21,8/2017,28.502,141.45,0.2870375,6631
10,9,2017,21,9/2017,28.604,95.806,0.276455,6632
10,10,2017,21,10/2017,28.66,210.82,0.26398750000000004,6633
10,11,2017,21,11/2017,29.085,25.337,0.2583975,6634
12,1,2012,16,1/2012,27.485,381.82,0.25029250000000003,6635
12,2,2012,16,2/2012,26.549,478.91,0.2819575,6636
12,3,2012,16,3/2012,26.234,459.26,0.330365,6637
12,4,2012,16,4/2012,26.94,346.79,0.33424,6638
12,5,2012,16,5/2012,27.329,228.67,0.326335,6639
12,6,2012,16,6/2012,27.131,121.62,0.3095575,6640
12,7,2012,16,7/2012,26.892,116.7,0.3289025,6641
12,8,2012,16,8/2012,27.277,62.904,0.3072025,6642
12,9,2012,16,9/2012,28.32,69.999,0.26724,6643
12,10,2012,16,10/2012,29.649,88.05,0.23207,6644
12,11,2012,16,11/2012,29.815,47.664,0.2275675,6645
12,12,2012,16,12/2012,27.974,200.6,0.24805,6646
12,1,2013,17,1/2013,26.395,334.78,0.3064775,6647
12,2,2013,17,2/2013,26.246,637.73,0.33721999999999996,6648
12,3,2013,17,3/2013,26.561,428.42,0.3507825,6649
12,5,2013,17,5/2013,26.672,343.73,0.35729999999999995,6650
12,7,2013,17,7/2013,26.365,200.52,0.33575750000000004,6651
12,8,2013,17,8/2013,27.651,179.91,0.3133825,6652
12,9,2013,17,9/2013,27.962,110.16,0.313295,6653
12,10,2013,17,10/2013,28.708,135.25,0.2779775,6654
12,11,2013,17,11/2013,28.15,209.96,0.27382000000000006,6655
12,12,2013,17,12/2013,28.444,237.45,0.26900749999999995,6656
12,1,2014,18,1/2014,26.869,383.1,0.2803,6657
12,2,2014,18,2/2014,26.026,557.09,0.3385325,6658
12,3,2014,18,3/2014,26.283,528,0.3499675,6659
12,4,2014,18,4/2014,26.563,421.1,0.353245,6660
12,5,2014,18,5/2014,26.576,263.33,0.3611525,6661
