Id,field,harvest_year,harvest_month,age,temperature,Precipitation,Soilwater_L3,dewpoint,Soilwater_L4,windspeed,Soilwater_L1,Soilwater_L2,production
1553,0,2005,10,14,28.3,122.34,0.25997,23.321,0.27443,2.4174,0.26832,0.26336,0.04672995780590717
1554,0,2005,11,14,28.476,72.605,0.26373,23.576,0.26716,2.3375,0.26755,0.26388,0.06824894514767932
1555,0,2005,12,14,26.85,333.23,0.29839,24.272,0.27658,1.6893,0.31668,0.31148,0.06191983122362869
1556,0,2006,1,15,26.595,341.51,0.33994,24.74,0.32083,1.9897,0.34587,0.34462,0.21202531645569622
1557,0,2006,2,15,26.204,309.01,0.34861,24.626,0.34523,2.1281,0.35104,0.35031,0.304957805907173
1558,0,2006,3,15,26.019,452.42,0.36103,24.734,0.35914,2.176,0.361,0.36088,0.3829113924050632
1559,0,2006,4,15,25.978,516.34,0.36628,24.882,0.36728,1.5105,0.36575,0.36582,0.2719409282700422
1560,0,2006,5,15,26.171,349.06,0.36155,24.843,0.36493,1.6832,0.36109,0.36121,0.3029535864978904
1561,0,2006,6,15,26.598,94.03,0.34494,24.204,0.35502,1.6346,0.34246,0.34285,0.1180379746835443
1562,0,2006,7,15,27.156,111.16,0.31909,24.049,0.33055,1.8849,0.3193,0.31881,0.07510548523206752
1563,0,2006,8,15,27.636,120.66,0.30636,23.897,0.31578,2.0829,0.30444,0.30413,0.1938818565400844
1564,0,2006,9,15,28.251,129.82,0.28342,23.334,0.30029,2.2166,0.27897,0.27759,0.0939873417721519
1565,0,2006,10,15,29.143,127.15,0.26454,22.787,0.2834,2.4335,0.2477,0.25083,0.14757383966244728
1566,0,2006,11,15,28.427,144.26,0.26039,23.159,0.27174,2.1827,0.26171,0.25841,0.28322784810126583
1567,0,2007,1,16,29.083,161.52,0.24159,23.677,0.25605,2.4876,0.25329,0.246,0.30632911392405066
1568,0,2007,2,16,26.198,543.37,0.29861,24.294,0.26777,2.2544,0.32402,0.31796,0.12289029535864981
1569,0,2007,3,16,26.147,527.69,0.34308,24.591,0.3208,1.9766,0.35022,0.34882,0.11740506329113926
1570,0,2007,4,16,26.553,454.07,0.36034,25.051,0.35755,1.8929,0.36094,0.36079,0.07584388185654009
1571,0,2007,5,16,27.013,343.99,0.3576,25.173,0.35986,1.862,0.35704,0.35714,0.04957805907172996
1572,0,2007,6,16,26.987,99.229,0.34263,24.063,0.35146,1.899,0.33866,0.33936,0.09187763713080169
1573,0,2007,7,16,27.018,100.54,0.32594,24.284,0.33189,1.7553,0.32876,0.32773,0.08312236286919832
1574,0,2007,8,16,27.659,57.046,0.31248,23.804,0.32094,2.0088,0.31036,0.30999,0.08502109704641352
1575,0,2007,9,16,28.445,74.676,0.28239,23.273,0.3037,2.2834,0.273,0.27291,0.11962025316455696
1576,0,2007,10,16,28.267,179.94,0.26346,23.133,0.28505,2.4597,0.26473,0.26094,0.19504219409282697
1577,0,2007,11,16,29.365,93.777,0.2469,22.592,0.2717,2.5323,0.23333,0.23101,0.154746835443038
1578,0,2007,12,16,27.158,332.69,0.26404,23.777,0.26358,1.9742,0.29272,0.28483,0.16413502109704642
1579,0,2008,1,17,26.094,430.86,0.32352,24.035,0.28765,2.026,0.33843,0.33527,0.15084388185654007
1580,0,2008,2,17,25.983,418.01,0.35727,24.393,0.35095,2.0207,0.35868,0.35838,0.1922995780590717
1581,0,2008,3,17,25.654,515.63,0.36392,24.153,0.364,1.6453,0.36349,0.36359,0.364873417721519
1582,0,2008,4,17,25.948,477.05,0.36439,24.565,0.36731,1.6736,0.36447,0.36457,0.3803797468354431
1583,0,2008,5,17,26.187,307.1,0.36049,24.637,0.36802,1.7208,0.36043,0.36029,0.20643459915611811
1584,0,2008,6,17,26.362,175.52,0.35212,24.078,0.3581,1.6947,0.3494,0.34981,0.16550632911392404
1585,0,2008,7,17,26.96,68.148,0.31649,23.436,0.33145,1.8285,0.31622,0.3155,0.13438818565400842
1586,0,2008,8,17,27.453,82.902,0.31362,23.642,0.31857,1.9141,0.31484,0.31377,0.1975738396624473
1587,0,2008,9,17,28.16,115.79,0.29746,23.652,0.30689,2.2509,0.29726,0.29568,0.16381856540084389
1588,0,2008,10,17,28.803,172.65,0.27428,22.762,0.29188,2.4395,0.26737,0.26711,0.1924050632911392
1589,0,2008,11,17,29.429,88.508,0.24514,22.365,0.27514,2.4118,0.2335,0.23134,0.11877637130801687
1590,0,2008,12,17,27.397,206.52,0.30249,23.957,0.28295,1.9059,0.31581,0.31124,0.18312236286919834
1591,0,2009,1,18,26.739,302.09,0.32504,24.073,0.31106,2.0401,0.3312,0.32955,0.34282700421940926
1592,0,2009,2,18,26.046,431.57,0.35296,24.323,0.3443,1.9628,0.35603,0.35539,0.09757383966244725
1593,0,2009,3,18,26.098,569.9,0.36171,24.605,0.36437,1.8023,0.36148,0.36147,0.3920886075949367
1594,0,2009,4,18,26.163,468.59,0.35328,24.312,0.35701,1.6698,0.35356,0.35319,0.2247890295358649
1595,0,2009,5,18,25.988,544.7,0.36485,24.468,0.36558,1.5193,0.36463,0.36457,0.2066455696202532
1596,0,2009,6,18,26.227,332.74,0.35533,24.388,0.36351,1.8308,0.35512,0.35533,0.1718354430379747
1597,0,2009,7,18,26.856,85.615,0.32925,23.833,0.34177,2.0467,0.32642,0.32684,0.1570675105485232
1598,0,2009,8,18,28.183,62.841,0.29024,22.872,0.31346,2.1847,0.27818,0.27934,0.29208860759493666
1599,0,2009,9,18,29.308,65.107,0.26457,21.729,0.28946,2.5489,0.2326,0.23947,0.314873417721519
1600,0,2009,10,18,30.126,70.557,0.24629,21.069,0.27083,2.5929,0.21379,0.21973,0.14767932489451477
1601,0,2009,11,18,30.316,48.459,0.24095,21.126,0.25753,2.7968,0.20721,0.21474,0.1688818565400844
1602,0,2009,12,18,28.493,298.13,0.23365,23.076,0.24841,2.4824,0.25777,0.24853,0.0930379746835443
1603,0,2010,1,19,27.017,309.83,0.28991,23.977,0.25411,2.1748,0.31224,0.30708,0.10390295358649788
1604,0,2010,2,19,27.484,349.49,0.3348,24.692,0.30502,2.5474,0.3424,0.34057,0.14018987341772152
1605,0,2010,3,19,27.87,257.27,0.33091,24.749,0.32778,2.1424,0.33339,0.33238,0.18080168776371308
1606,0,2010,4,19,26.886,444.87,0.36498,25.393,0.36409,1.8086,0.36484,0.36473,0.1971518987341772
1607,0,2010,5,19,27.469,278.15,0.35377,25.452,0.35774,1.7407,0.35453,0.35422,0.09556962025316457
1608,0,2010,6,19,27.253,98.112,0.33836,24.352,0.35793,1.7718,0.33685,0.33685,0.21308016877637131
1609,0,2010,7,19,27.302,149.57,0.34203,24.372,0.34591,1.8109,0.3407,0.34063,0.15822784810126583
1610,0,2010,8,19,28.005,123.76,0.30097,23.394,0.32519,1.9233,0.29158,0.2921,0.22584388185654009
1611,0,2010,9,19,28.698,78.951,0.27039,22.975,0.29756,2.1995,0.25806,0.259,0.28132911392405063
1612,0,2010,10,19,29.505,116.69,0.24421,22.377,0.27608,2.3683,0.22691,0.22705,0.10453586497890298
1613,0,2010,11,19,28.674,111.99,0.25206,23.104,0.26328,2.2016,0.26646,0.26182,0.27457805907172994
1614,0,2010,12,19,27.234,243.24,0.2847,23.781,0.26574,2.0187,0.3016,0.2969,0.11181434599156118
1615,0,2011,1,20,25.775,438.87,0.33051,23.954,0.29845,1.9864,0.3433,0.34052,0.16402953586497893
1616,0,2011,2,20,25.852,573.15,0.35662,24.05,0.35459,1.9486,0.35676,0.35655,0.23829113924050632
1617,0,2011,3,20,25.978,538.52,0.35747,24.304,0.35955,1.8727,0.3579,0.35777,0.1323839662447258
1618,0,2011,4,20,25.965,381.49,0.36638,24.528,0.36694,1.7745,0.36572,0.36572,0.2333333333333333
1619,0,2011,5,20,26.616,326.23,0.35917,24.9,0.36356,1.7665,0.35877,0.35871,0.18765822784810127
1620,0,2011,6,20,27.035,98.758,0.32818,24.076,0.34274,1.9929,0.32748,0.32718,0.1260548523206751
1621,0,2011,7,20,26.867,152.31,0.32301,23.523,0.32665,1.8927,0.32176,0.32159,0.25
1622,0,2011,8,20,27.929,189.26,0.29375,23.286,0.31116,2.0728,0.28785,0.28758,0.37320675105485235
1623,0,2011,9,20,29.255,94.524,0.26691,22.501,0.29081,2.2889,0.24997,0.25185,0.15759493670886077
1624,0,2011,10,20,29.64,248.46,0.24007,21.883,0.27185,2.3207,0.22267,0.22381,0.3936708860759493
1625,0,2011,11,20,29.149,168.96,0.24342,22.168,0.25981,2.3215,0.24334,0.2408,0.07753164556962025
1626,0,2011,12,20,29.923,161.4,0.233,21.477,0.25054,2.65,0.21709,0.21787,0.12415611814345993
1627,1,2004,1,13,26.132,360.91,0.34844,24.661,0.33385,1.8766,0.35274,0.35192,0.25055698371893736
1628,1,2004,2,13,25.295,484.67,0.36411,24.401,0.36357,1.9206,0.36361,0.36376,0.2258783204798629
1629,1,2004,3,13,25.61,460.76,0.36351,24.651,0.36575,1.9948,0.36399,0.36383,0.3541559554413025
1630,1,2004,4,13,26.328,350.02,0.35697,24.753,0.36079,1.9063,0.35677,0.35679,0.16915167095115682
1631,1,2004,5,13,26.566,186.72,0.36085,24.94,0.36468,1.8569,0.36002,0.36022,0.4310197086546701
1632,1,2004,6,13,26.077,109.45,0.35274,24.373,0.35567,1.8734,0.35241,0.35267,0.32973436161096825
1633,1,2004,7,13,26.182,173.3,0.34552,23.648,0.35143,1.8517,0.34244,0.34307,0.13590402742073693
1634,1,2004,8,13,26.597,169.62,0.32168,23.918,0.33193,1.9428,0.32118,0.32079,0.2308483290488432
1635,1,2004,9,13,27.036,139.82,0.31891,24.233,0.32213,2.0291,0.32212,0.32032,0.4498714652956299
1636,1,2004,10,13,27.602,221.24,0.29996,23.498,0.31129,2.3076,0.29262,0.29302,0.25861182519280207
1637,1,2004,11,13,27.544,9.9482,0.28812,23.601,0.29783,2.3453,0.28886,0.28758,0.1271636675235647
1638,1,2004,12,13,27.309,136.33,0.28844,23.807,0.2912,2.0102,0.2927,0.29019,0.17694944301628107
1639,1,2005,1,14,27.286,212.56,0.29215,24.269,0.28793,2.0396,0.30134,0.29818,0.17335047129391604
1640,1,2005,2,14,26.578,446.28,0.3218,24.765,0.30038,2.0914,0.33256,0.32987,0.4616109682947729
1641,1,2005,3,14,26.355,376.8,0.34371,24.69,0.33409,1.8963,0.34691,0.34601,0.2662382176520994
1642,1,2005,4,14,26.643,404.49,0.3469,24.8,0.348,1.8473,0.3463,0.34616,0.26349614395886894
1643,1,2005,5,14,26.397,316.81,0.35128,24.952,0.35101,1.7458,0.35231,0.35219,0.31713796058269067
1644,1,2005,6,14,26.848,101.77,0.34394,24.529,0.35258,1.8646,0.34158,0.342,0.3462724935732648
1645,1,2005,7,14,27.091,74.006,0.32503,23.823,0.33576,1.6948,0.32078,0.32119,0.1734361610968295
1646,1,2005,8,14,27.941,96.237,0.28944,23.314,0.30965,2.0252,0.28272,0.28272,0.21533847472150813
1647,1,2005,9,14,28.79,41.403,0.26585,22.541,0.28966,2.4467,0.2437,0.24671,0.12022279348757497
1648,1,2005,10,14,28.3,122.34,0.25997,23.321,0.27443,2.4174,0.26832,0.26336,0.0506426735218509
1649,1,2005,11,14,28.476,72.605,0.26373,23.576,0.26716,2.3375,0.26755,0.26388,0.06726649528706084
1650,1,2005,12,14,26.85,333.23,0.29839,24.272,0.27658,1.6893,0.31668,0.31148,0.07600685518423307
1651,1,2006,1,15,26.595,341.51,0.33994,24.74,0.32083,1.9897,0.34587,0.34462,0.37540702656383884
1652,1,2006,2,15,26.204,309.01,0.34861,24.626,0.34523,2.1281,0.35104,0.35031,0.3427592116538132
1653,1,2006,3,15,26.019,452.42,0.36103,24.734,0.35914,2.176,0.361,0.36088,0.4392459297343616
1654,1,2006,4,15,25.978,516.34,0.36628,24.882,0.36728,1.5105,0.36575,0.36582,0.3057412167952014
1655,1,2006,5,15,26.171,349.06,0.36155,24.843,0.36493,1.6832,0.36109,0.36121,0.28243359040274213
1656,1,2006,6,15,26.598,94.03,0.34494,24.204,0.35502,1.6346,0.34246,0.34285,0.13093401885175665
1657,1,2006,7,15,27.156,111.16,0.31909,24.049,0.33055,1.8849,0.3193,0.31881,0.09528706083976007
1658,1,2006,8,15,27.636,120.66,0.30636,23.897,0.31578,2.0829,0.30444,0.30413,0.15424164524421594
1659,1,2006,9,15,28.251,129.82,0.28342,23.334,0.30029,2.2166,0.27897,0.27759,0.09460154241645245
1660,1,2006,10,15,29.143,127.15,0.26454,22.787,0.2834,2.4335,0.2477,0.25083,0.1838046272493573
1661,1,2006,11,15,28.427,144.26,0.26039,23.159,0.27174,2.1827,0.26171,0.25841,0.36083976006855184
1662,1,2007,1,16,29.083,161.52,0.24159,23.677,0.25605,2.4876,0.25329,0.246,0.3883461868037704
1663,1,2007,2,16,26.198,543.37,0.29861,24.294,0.26777,2.2544,0.32402,0.31796,0.14790059982862042
1664,1,2007,3,16,26.147,527.69,0.34308,24.591,0.3208,1.9766,0.35022,0.34882,0.11593830334190232
1665,1,2007,4,16,26.553,454.07,0.36034,25.051,0.35755,1.8929,0.36094,0.36079,0.10214224507283634
1666,1,2007,5,16,27.013,343.99,0.3576,25.173,0.35986,1.862,0.35704,0.35714,0.07223650385604113
1667,1,2007,6,16,26.987,99.229,0.34263,24.063,0.35146,1.899,0.33866,0.33936,0.09451585261353901
1668,1,2007,7,16,27.018,100.54,0.32594,24.284,0.33189,1.7553,0.32876,0.32773,0.10119965724078835
1669,1,2007,8,16,27.659,57.046,0.31248,23.804,0.32094,2.0088,0.31036,0.30999,0.10539845758354756
1670,1,2007,9,16,28.445,74.676,0.28239,23.273,0.3037,2.2834,0.273,0.27291,0.10959725792630677
1671,1,2007,10,16,28.267,179.94,0.26346,23.133,0.28505,2.4597,0.26473,0.26094,0.20385604113110542
1672,1,2007,11,16,29.365,93.777,0.2469,22.592,0.2717,2.5323,0.23333,0.23101,0.17686375321336764
1673,1,2007,12,16,27.158,332.69,0.26404,23.777,0.26358,1.9742,0.29272,0.28483,0.14138817480719795
1674,1,2008,1,17,26.094,430.86,0.32352,24.035,0.28765,2.026,0.33843,0.33527,0.1882604970008569
1675,1,2008,2,17,25.983,418.01,0.35727,24.393,0.35095,2.0207,0.35868,0.35838,0.3029991431019709
1676,1,2008,3,17,25.654,515.63,0.36392,24.153,0.364,1.6453,0.36349,0.36359,0.29185946872322205
1677,1,2008,4,17,25.948,477.05,0.36439,24.565,0.36731,1.6736,0.36447,0.36457,0.318337617823479
1678,1,2008,5,17,26.187,307.1,0.36049,24.637,0.36802,1.7208,0.36043,0.36029,0.23144815766923738
1679,1,2008,6,17,26.362,175.52,0.35212,24.078,0.3581,1.6947,0.3494,0.34981,0.18937446443873185
1680,1,2008,7,17,26.96,68.148,0.31649,23.436,0.33145,1.8285,0.31622,0.3155,0.16392459297343617
1681,1,2008,8,17,27.453,82.902,0.31362,23.642,0.31857,1.9141,0.31484,0.31377,0.21225364181662384
1682,1,2008,9,17,28.16,115.79,0.29746,23.652,0.30689,2.2509,0.29726,0.29568,0.18209083119108826
1683,1,2008,10,17,28.803,172.65,0.27428,22.762,0.29188,2.4395,0.26737,0.26711,0.2100257069408741
1684,1,2008,11,17,29.429,88.508,0.24514,22.365,0.27514,2.4118,0.2335,0.23134,0.1017137960582691
1685,1,2008,12,17,27.397,206.52,0.30249,23.957,0.28295,1.9059,0.31581,0.31124,0.3090831191088261
1686,1,2009,1,18,26.739,302.09,0.32504,24.073,0.31106,2.0401,0.3312,0.32955,0.3950299914310197
1687,1,2009,2,18,26.046,431.57,0.35296,24.323,0.3443,1.9628,0.35603,0.35539,0.2817480719794346
1688,1,2009,3,18,26.098,569.9,0.36171,24.605,0.36437,1.8023,0.36148,0.36147,0.34798628963153383
1689,1,2009,4,18,26.163,468.59,0.35328,24.312,0.35701,1.6698,0.35356,0.35319,0.2803770351328192
1690,1,2009,5,18,25.988,544.7,0.36485,24.468,0.36558,1.5193,0.36463,0.36457,0.26058269065981154
1691,1,2009,6,18,26.227,332.74,0.35533,24.388,0.36351,1.8308,0.35512,0.35533,0.1827763496143959
1692,1,2009,7,18,26.856,85.615,0.32925,23.833,0.34177,2.0467,0.32642,0.32684,0.24104541559554413
1693,1,2009,8,18,28.183,62.841,0.29024,22.872,0.31346,2.1847,0.27818,0.27934,0.14318766066838048
1694,1,2009,9,18,29.308,65.107,0.26457,21.729,0.28946,2.5489,0.2326,0.23947,0.2415595544130249
1695,1,2009,10,18,30.126,70.557,0.24629,21.069,0.27083,2.5929,0.21379,0.21973,0.1662382176520994
1696,1,2009,11,18,30.316,48.459,0.24095,21.126,0.25753,2.7968,0.20721,0.21474,0.23376178234790063
1697,1,2009,12,18,28.493,298.13,0.23365,23.076,0.24841,2.4824,0.25777,0.24853,0.14344473007712083
1698,1,2010,1,19,27.017,309.83,0.28991,23.977,0.25411,2.1748,0.31224,0.30708,0.15586975149957158
1699,1,2010,2,19,27.484,349.49,0.3348,24.692,0.30502,2.5474,0.3424,0.34057,0.23281919451585265
1700,1,2010,3,19,27.87,257.27,0.33091,24.749,0.32778,2.1424,0.33339,0.33238,0.2647814910025707
1701,1,2010,4,19,26.886,444.87,0.36498,25.393,0.36409,1.8086,0.36484,0.36473,0.33958868894601546
1702,1,2010,5,19,27.469,278.15,0.35377,25.452,0.35774,1.7407,0.35453,0.35422,0.10034275921165384
1703,1,2010,6,19,27.253,98.112,0.33836,24.352,0.35793,1.7718,0.33685,0.33685,0.2947729220222794
1704,1,2010,7,19,27.302,149.57,0.34203,24.372,0.34591,1.8109,0.3407,0.34063,0.1965724078834619
1705,1,2010,8,19,28.005,123.76,0.30097,23.394,0.32519,1.9233,0.29158,0.2921,0.2170522707797772
1706,1,2010,9,19,28.698,78.951,0.27039,22.975,0.29756,2.1995,0.25806,0.259,0.22862039417309343
1707,1,2010,10,19,29.505,116.69,0.24421,22.377,0.27608,2.3683,0.22691,0.22705,0.06272493573264781
1708,1,2010,11,19,28.674,111.99,0.25206,23.104,0.26328,2.2016,0.26646,0.26182,0.37729220222793486
1709,1,2010,12,19,27.234,243.24,0.2847,23.781,0.26574,2.0187,0.3016,0.2969,0.2051413881748072
1710,1,2011,1,20,25.775,438.87,0.33051,23.954,0.29845,1.9864,0.3433,0.34052,0.14944301628106257
1711,1,2011,2,20,25.852,573.15,0.35662,24.05,0.35459,1.9486,0.35676,0.35655,0.31988003427592115
1712,1,2011,3,20,25.978,538.52,0.35747,24.304,0.35955,1.8727,0.3579,0.35777,0.1510711225364182
1713,1,2011,4,20,25.965,381.49,0.36638,24.528,0.36694,1.7745,0.36572,0.36572,0.2998286203941732
1714,1,2011,5,20,26.616,326.23,0.35917,24.9,0.36356,1.7665,0.35877,0.35871,0.2742073693230505
1715,1,2011,6,20,27.035,98.758,0.32818,24.076,0.34274,1.9929,0.32748,0.32718,0.1708654670094259
1716,1,2011,7,20,26.867,152.31,0.32301,23.523,0.32665,1.8927,0.32176,0.32159,0.34070265638389036
1717,1,2011,8,20,27.929,189.26,0.29375,23.286,0.31116,2.0728,0.28785,0.28758,0.3065124250214225
1718,1,2011,9,20,29.255,94.524,0.26691,22.501,0.29081,2.2889,0.24997,0.25185,0.13658954584404456
1719,1,2011,10,20,29.64,248.46,0.24007,21.883,0.27185,2.3207,0.22267,0.22381,0.3894601542416454
1720,1,2011,11,20,29.149,168.96,0.24342,22.168,0.25981,2.3215,0.24334,0.2408,0.11773778920308485
1721,1,2011,12,20,29.923,161.4,0.233,21.477,0.25054,2.65,0.21709,0.21787,0.09460154241645245
1722,2,2004,1,13,26.132,360.91,0.34844,24.661,0.33385,1.8766,0.35274,0.35192,0.236950146627566
1723,2,2004,2,13,25.295,484.67,0.36411,24.401,0.36357,1.9206,0.36361,0.36376,0.211950146627566
1724,2,2004,3,13,25.61,460.76,0.36351,24.651,0.36575,1.9948,0.36399,0.36383,0.35491202346041056
1725,2,2004,4,13,26.328,350.02,0.35697,24.753,0.36079,1.9063,0.35677,0.35679,0.17023460410557184
1726,2,2004,5,13,26.566,186.72,0.36085,24.94,0.36468,1.8569,0.36002,0.36022,0.4176686217008798
1727,2,2004,6,13,26.077,109.45,0.35274,24.373,0.35567,1.8734,0.35241,0.35267,0.3588709677419355
1728,2,2004,7,13,26.182,173.3,0.34552,23.648,0.35143,1.8517,0.34244,0.34307,0.16297653958944283
1729,2,2004,8,13,26.597,169.62,0.32168,23.918,0.33193,1.9428,0.32118,0.32079,0.20843108504398825
1730,2,2004,9,13,27.036,139.82,0.31891,24.233,0.32213,2.0291,0.32212,0.32032,0.4837976539589442
1731,2,2004,10,13,27.602,221.24,0.29996,23.498,0.31129,2.3076,0.29262,0.29302,0.24692082111436947
1732,2,2004,11,13,27.544,9.9482,0.28812,23.601,0.29783,2.3453,0.28886,0.28758,0.14054252199413492
1733,2,2004,12,13,27.309,136.33,0.28844,23.807,0.2912,2.0102,0.2927,0.29019,0.20747800586510265
1734,2,2005,1,14,27.286,212.56,0.29215,24.269,0.28793,2.0396,0.30134,0.29818,0.2156891495601173
1735,2,2005,2,14,26.578,446.28,0.3218,24.765,0.30038,2.0914,0.33256,0.32987,0.41590909090909084
1736,2,2005,3,14,26.355,376.8,0.34371,24.69,0.33409,1.8963,0.34691,0.34601,0.3604105571847507
1737,2,2005,4,14,26.643,404.49,0.3469,24.8,0.348,1.8473,0.3463,0.34616,0.2665689149560117
1738,2,2005,5,14,26.397,316.81,0.35128,24.952,0.35101,1.7458,0.35231,0.35219,0.3245601173020529
1739,2,2005,6,14,26.848,101.77,0.34394,24.529,0.35258,1.8646,0.34158,0.342,0.35505865102639295
1740,2,2005,7,14,27.091,74.006,0.32503,23.823,0.33576,1.6948,0.32078,0.32119,0.16356304985337244
1741,2,2005,8,14,27.941,96.237,0.28944,23.314,0.30965,2.0252,0.28272,0.28272,0.22052785923753665
1742,2,2005,9,14,28.79,41.403,0.26585,22.541,0.28966,2.4467,0.2437,0.24671,0.12287390029325512
1743,2,2005,10,14,28.3,122.34,0.25997,23.321,0.27443,2.4174,0.26832,0.26336,0.05153958944281525
1744,2,2005,11,14,28.476,72.605,0.26373,23.576,0.26716,2.3375,0.26755,0.26388,0.06612903225806452
1745,2,2005,12,14,26.85,333.23,0.29839,24.272,0.27658,1.6893,0.31668,0.31148,0.06524926686217009
1746,2,2006,1,15,26.595,341.51,0.33994,24.74,0.32083,1.9897,0.34587,0.34462,0.23731671554252204
1747,2,2006,2,15,26.204,309.01,0.34861,24.626,0.34523,2.1281,0.35104,0.35031,0.3347507331378299
1748,2,2006,3,15,26.019,452.42,0.36103,24.734,0.35914,2.176,0.361,0.36088,0.4418621700879767
1749,2,2006,4,15,25.978,516.34,0.36628,24.882,0.36728,1.5105,0.36575,0.36582,0.32082111436950145
1750,2,2006,5,15,26.171,349.06,0.36155,24.843,0.36493,1.6832,0.36109,0.36121,0.3008064516129032
1751,2,2006,6,15,26.598,94.03,0.34494,24.204,0.35502,1.6346,0.34246,0.34285,0.11173020527859237
1752,2,2006,7,15,27.156,111.16,0.31909,24.049,0.33055,1.8849,0.3193,0.31881,0.08907624633431085
1753,2,2006,8,15,27.636,120.66,0.30636,23.897,0.31578,2.0829,0.30444,0.30413,0.19149560117302053
1754,2,2006,9,15,28.251,129.82,0.28342,23.334,0.30029,2.2166,0.27897,0.27759,0.10725806451612906
1755,2,2006,10,15,29.143,127.15,0.26454,22.787,0.2834,2.4335,0.2477,0.25083,0.22837243401759533
1756,2,2006,11,15,28.427,144.26,0.26039,23.159,0.27174,2.1827,0.26171,0.25841,0.3351173020527859
1757,2,2007,1,16,29.083,161.52,0.24159,23.677,0.25605,2.4876,0.25329,0.246,0.404692082111437
1758,2,2007,2,16,26.198,543.37,0.29861,24.294,0.26777,2.2544,0.32402,0.31796,0.15476539589442817
1759,2,2007,3,16,26.147,527.69,0.34308,24.591,0.3208,1.9766,0.35022,0.34882,0.11656891495601174
1760,2,2007,4,16,26.553,454.07,0.36034,25.051,0.35755,1.8929,0.36094,0.36079,0.09112903225806453
1761,2,2007,5,16,27.013,343.99,0.3576,25.173,0.35986,1.862,0.35704,0.35714,0.08629032258064516
1762,2,2007,6,16,26.987,99.229,0.34263,24.063,0.35146,1.899,0.33866,0.33936,0.08958944281524928
1763,2,2007,7,16,27.018,100.54,0.32594,24.284,0.33189,1.7553,0.32876,0.32773,0.10483870967741936
1764,2,2007,8,16,27.659,57.046,0.31248,23.804,0.32094,2.0088,0.31036,0.30999,0.13071847507331377
1765,2,2007,9,16,28.445,74.676,0.28239,23.273,0.3037,2.2834,0.273,0.27291,0.08892961876832844
1766,2,2007,10,16,28.267,179.94,0.26346,23.133,0.28505,2.4597,0.26473,0.26094,0.2134897360703812
1767,2,2007,11,16,29.365,93.777,0.2469,22.592,0.2717,2.5323,0.23333,0.23101,0.21649560117302055
1768,2,2007,12,16,27.158,332.69,0.26404,23.777,0.26358,1.9742,0.29272,0.28483,0.15703812316715546
1769,2,2008,1,17,26.094,430.86,0.32352,24.035,0.28765,2.026,0.33843,0.33527,0.23145161290322586
1770,2,2008,2,17,25.983,418.01,0.35727,24.393,0.35095,2.0207,0.35868,0.35838,0.2697214076246334
1771,2,2008,3,17,25.654,515.63,0.36392,24.153,0.364,1.6453,0.36349,0.36359,0.3876099706744868
1772,2,2008,4,17,25.948,477.05,0.36439,24.565,0.36731,1.6736,0.36447,0.36457,0.30293255131964814
1773,2,2008,5,17,26.187,307.1,0.36049,24.637,0.36802,1.7208,0.36043,0.36029,0.23431085043988267
1774,2,2008,6,17,26.362,175.52,0.35212,24.078,0.3581,1.6947,0.3494,0.34981,0.2071114369501466
1775,2,2008,7,17,26.96,68.148,0.31649,23.436,0.33145,1.8285,0.31622,0.3155,0.1844574780058651
1776,2,2008,8,17,27.453,82.902,0.31362,23.642,0.31857,1.9141,0.31484,0.31377,0.2129032258064516
1777,2,2008,9,17,28.16,115.79,0.29746,23.652,0.30689,2.2509,0.29726,0.29568,0.1841642228739003
1778,2,2008,10,17,28.803,172.65,0.27428,22.762,0.29188,2.4395,0.26737,0.26711,0.1896627565982405
1779,2,2008,11,17,29.429,88.508,0.24514,22.365,0.27514,2.4118,0.2335,0.23134,0.16436950146627569
1780,2,2008,12,17,27.397,206.52,0.30249,23.957,0.28295,1.9059,0.31581,0.31124,0.34230205278592374
1781,2,2009,1,18,26.739,302.09,0.32504,24.073,0.31106,2.0401,0.3312,0.32955,0.4022727272727273
1782,2,2009,2,18,26.046,431.57,0.35296,24.323,0.3443,1.9628,0.35603,0.35539,0.2546920821114369
1783,2,2009,3,18,26.098,569.9,0.36171,24.605,0.36437,1.8023,0.36148,0.36147,0.43416422287390033
1784,2,2009,4,18,26.163,468.59,0.35328,24.312,0.35701,1.6698,0.35356,0.35319,0.3025659824046921
1785,2,2009,5,18,25.988,544.7,0.36485,24.468,0.36558,1.5193,0.36463,0.36457,0.21737536656891493
1786,2,2009,6,18,26.227,332.74,0.35533,24.388,0.36351,1.8308,0.35512,0.35533,0.2305718475073314
1787,2,2009,7,18,26.856,85.615,0.32925,23.833,0.34177,2.0467,0.32642,0.32684,0.187683284457478
1788,2,2009,8,18,28.183,62.841,0.29024,22.872,0.31346,2.1847,0.27818,0.27934,0.1433284457478006
1789,2,2009,9,18,29.308,65.107,0.26457,21.729,0.28946,2.5489,0.2326,0.23947,0.2833577712609971
1790,2,2009,10,18,30.126,70.557,0.24629,21.069,0.27083,2.5929,0.21379,0.21973,0.24985337243401756
1791,2,2009,11,18,30.316,48.459,0.24095,21.126,0.25753,2.7968,0.20721,0.21474,0.250366568914956
1792,2,2009,12,18,28.493,298.13,0.23365,23.076,0.24841,2.4824,0.25777,0.24853,0.20322580645161292
